sample_id,scene,paragraph_id,cluster_id,subject,relation,object,rule,anchor,num_supporting_paths,subject_span_ok,object_span_ok,source_step3_file
step4T_b28c9013a1068fcb97da,FloorPlan2,FloorPlan2_FloorPlan2_chunk_1_0_cluster_0_A_diverse_1,FloorPlan2_chunk_1_0_cluster_0,dish_sponge_1,left_of,pot_1,chain_same_direction,sink_1,1,True,True,FloorPlan2_experiment_A_text_diverse.json
step4T_b22d682f753bc60ae408,FloorPlan2,FloorPlan2_FloorPlan2_chunk_1_0_cluster_0_A_diverse_1,FloorPlan2_chunk_1_0_cluster_0,faucet_1,right_of,pan_1,anchor_between_reversed_surface_form,dish_sponge_1,1,True,True,FloorPlan2_experiment_A_text_diverse.json
step4T_21befb5d94ade287927c,FloorPlan2,FloorPlan2_FloorPlan2_chunk_1_0_cluster_0_A_diverse_1,FloorPlan2_chunk_1_0_cluster_0,knife_1,right_of,pan_1,shared_anchor_opposite_sides,drawer_1,1,True,True,FloorPlan2_experiment_A_text_diverse.json
step4T_724368ac86dacd85cb77,FloorPlan2,FloorPlan2_FloorPlan2_chunk_1_0_cluster_0_A_diverse_1,FloorPlan2_chunk_1_0_cluster_0,pan_1,left_of,faucet_1,anchor_between_reversed_surface_form,dish_sponge_1,1,True,True,FloorPlan2_experiment_A_text_diverse.json
step4T_973b0bc862ad02574c73,FloorPlan2,FloorPlan2_FloorPlan2_chunk_1_0_cluster_0_A_diverse_1,FloorPlan2_chunk_1_0_cluster_0,pan_1,left_of,knife_1,shared_anchor_opposite_sides,drawer_1,1,True,True,FloorPlan2_experiment_A_text_diverse.json
step4T_b9adb80f11e4dd0f9823,FloorPlan2,FloorPlan2_FloorPlan2_chunk_1_0_cluster_0_A_diverse_1,FloorPlan2_chunk_1_0_cluster_0,pan_1,left_of,pot_1,chain_same_direction,sink_1,1,True,True,FloorPlan2_experiment_A_text_diverse.json
step4T_f4934c3a03843fd3eb1c,FloorPlan2,FloorPlan2_FloorPlan2_chunk_1_0_cluster_0_A_diverse_1,FloorPlan2_chunk_1_0_cluster_0,pot_1,right_of,cabinet_1,chain_same_direction,window_1,1,True,True,FloorPlan2_experiment_A_text_diverse.json
step4T_84292084cc6e238cfeb3,FloorPlan2,FloorPlan2_FloorPlan2_chunk_1_0_cluster_0_A_diverse_2,FloorPlan2_chunk_1_0_cluster_0,cabinet_3,left_of,pot_1,anchor_between_reversed_surface_form,knife_1,1,True,True,FloorPlan2_experiment_A_text_diverse.json
step4T_0882f003dd7f3a9df9dd,FloorPlan2,FloorPlan2_FloorPlan2_chunk_1_0_cluster_0_A_diverse_2,FloorPlan2_chunk_1_0_cluster_0,coffee_machine_1,right_of,knife_1,shared_anchor_opposite_sides,pot_1,1,True,True,FloorPlan2_experiment_A_text_diverse.json
step4T_93d497f160ae2411834a,FloorPlan2,FloorPlan2_FloorPlan2_chunk_1_0_cluster_0_A_diverse_2,FloorPlan2_chunk_1_0_cluster_0,coffee_machine_1,right_of,pan_1,anchor_between_reversed_surface_form,faucet_1,1,True,True,FloorPlan2_experiment_A_text_diverse.json
step4T_8e80218e69d996d12e44,FloorPlan2,FloorPlan2_FloorPlan2_chunk_1_0_cluster_0_A_diverse_2,FloorPlan2_chunk_1_0_cluster_0,dish_sponge_1,left_of,pot_1,chain_same_direction,knife_1,1,True,True,FloorPlan2_experiment_A_text_diverse.json
step4T_c079e99a758eba0d2503,FloorPlan2,FloorPlan2_FloorPlan2_chunk_1_0_cluster_0_A_diverse_2,FloorPlan2_chunk_1_0_cluster_0,knife_1,left_of,coffee_machine_1,shared_anchor_opposite_sides,pot_1,1,True,True,FloorPlan2_experiment_A_text_diverse.json
step4T_a4d1216d712d2e8228d3,FloorPlan2,FloorPlan2_FloorPlan2_chunk_1_0_cluster_0_A_diverse_2,FloorPlan2_chunk_1_0_cluster_0,knife_1,right_of,drawer_1,chain_same_direction,sink_basin_1,1,True,True,FloorPlan2_experiment_A_text_diverse.json
step4T_d2cf798fb7d4d8e632f9,FloorPlan2,FloorPlan2_FloorPlan2_chunk_1_0_cluster_0_A_diverse_2,FloorPlan2_chunk_1_0_cluster_0,pan_1,left_of,coffee_machine_1,anchor_between_reversed_surface_form,faucet_1,1,True,True,FloorPlan2_experiment_A_text_diverse.json
step4T_b3f1ea81d822d301bbb3,FloorPlan2,FloorPlan2_FloorPlan2_chunk_1_0_cluster_0_A_diverse_2,FloorPlan2_chunk_1_0_cluster_0,pot_1,right_of,cabinet_3,anchor_between_reversed_surface_form,knife_1,1,True,True,FloorPlan2_experiment_A_text_diverse.json
step4T_871d2ce6ded01681f9bd,FloorPlan2,FloorPlan2_FloorPlan2_chunk_1_0_cluster_0_A_diverse_2,FloorPlan2_chunk_1_0_cluster_0,pot_1,right_of,sink_basin_1,anchor_between_reversed_surface_form,knife_1,1,True,True,FloorPlan2_experiment_A_text_diverse.json
step4T_2ae9ee37d95458fc3b91,FloorPlan2,FloorPlan2_FloorPlan2_chunk_1_0_cluster_0_A_diverse_2,FloorPlan2_chunk_1_0_cluster_0,sink_basin_1,left_of,pot_1,anchor_between_reversed_surface_form,knife_1,1,True,True,FloorPlan2_experiment_A_text_diverse.json
step4T_52d51261f3449c79b605,FloorPlan2,FloorPlan2_FloorPlan2_chunk_1_0_cluster_0_A_diverse_3,FloorPlan2_chunk_1_0_cluster_0,cabinet_2,left_of,knife_1,chain_same_direction,soap_bottle_1,1,True,True,FloorPlan2_experiment_A_text_diverse.json
step4T_e2014e67d2c36dfdd845,FloorPlan2,FloorPlan2_FloorPlan2_chunk_1_0_cluster_0_A_diverse_3,FloorPlan2_chunk_1_0_cluster_0,cabinet_2,left_of,pot_1,shared_anchor_opposite_sides,faucet_1,1,True,True,FloorPlan2_experiment_A_text_diverse.json
step4T_dc7344bd1835e759d161,FloorPlan2,FloorPlan2_FloorPlan2_chunk_1_0_cluster_0_A_diverse_3,FloorPlan2_chunk_1_0_cluster_0,pot_1,right_of,cabinet_1,chain_same_direction,sink_basin_1,1,True,True,FloorPlan2_experiment_A_text_diverse.json
step4T_31042f7232f86cc97179,FloorPlan2,FloorPlan2_FloorPlan2_chunk_1_0_cluster_0_A_diverse_3,FloorPlan2_chunk_1_0_cluster_0,pot_1,right_of,cabinet_2,shared_anchor_opposite_sides,faucet_1,1,True,True,FloorPlan2_experiment_A_text_diverse.json
step4T_f51cc4b4d8064f570178,FloorPlan2,FloorPlan2_FloorPlan2_chunk_2_0_cluster_0_A_diverse_3,FloorPlan2_chunk_2_0_cluster_0,coffee_machine_1,right_of,window_2,chain_same_direction,pot_1,1,True,True,FloorPlan2_experiment_A_text_diverse.json
step4T_6c380ba2efba518919b5,FloorPlan2,FloorPlan2_FloorPlan2_chunk_2_0_cluster_0_A_diverse_3,FloorPlan2_chunk_2_0_cluster_0,plate_1,right_of,window_2,chain_same_direction,pot_1,1,True,True,FloorPlan2_experiment_A_text_diverse.json
step4T_81740920b624a39ff387,FloorPlan3,FloorPlan3_FloorPlan3_chunk_0_1_cluster_0_A_diverse_1,FloorPlan3_chunk_0_1_cluster_0,plate_1,right_of,mug_1,chain_same_direction,soap_bottle_1,1,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_fdad606522e485f6cac6,FloorPlan3,FloorPlan3_FloorPlan3_chunk_0_1_cluster_0_A_diverse_2,FloorPlan3_chunk_0_1_cluster_0,dish_sponge_1,left_of,egg_1,shared_anchor_opposite_sides,apple_1,1,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_f3c23c28c1cd87c41050,FloorPlan3,FloorPlan3_FloorPlan3_chunk_0_1_cluster_0_A_diverse_2,FloorPlan3_chunk_0_1_cluster_0,egg_1,right_of,dish_sponge_1,shared_anchor_opposite_sides,apple_1,1,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_f5586e188a4bfc94daf1,FloorPlan3,FloorPlan3_FloorPlan3_chunk_1_0_cluster_0_A_diverse_0,FloorPlan3_chunk_1_0_cluster_0,spatula_1,left_of,stove_burner_1,chain_same_direction,stove_knob_4,1,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_98c842ac355a7fa9088a,FloorPlan3,FloorPlan3_FloorPlan3_chunk_1_0_cluster_0_A_diverse_0,FloorPlan3_chunk_1_0_cluster_0,spatula_1,left_of,stove_knob_1,chain_same_direction,stove_burner_3,2,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_9da1ffd7ae34bb6c69c2,FloorPlan3,FloorPlan3_FloorPlan3_chunk_1_0_cluster_0_A_diverse_0,FloorPlan3_chunk_1_0_cluster_0,spatula_1,left_of,stove_knob_2,chain_same_direction,stove_burner_3,1,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_6684b8e6ef1cfa338d73,FloorPlan3,FloorPlan3_FloorPlan3_chunk_1_0_cluster_0_A_diverse_1,FloorPlan3_chunk_1_0_cluster_0,spatula_1,left_of,stove_burner_2,anchor_between_reversed_surface_form,stove_knob_3,1,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_c7f754dc979fee2c4135,FloorPlan3,FloorPlan3_FloorPlan3_chunk_1_0_cluster_0_A_diverse_1,FloorPlan3_chunk_1_0_cluster_0,stove_burner_2,right_of,spatula_1,anchor_between_reversed_surface_form,stove_knob_3,1,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_8f045618cfe3ce9b67d2,FloorPlan3,FloorPlan3_FloorPlan3_chunk_1_0_cluster_0_A_diverse_1,FloorPlan3_chunk_1_0_cluster_0,stove_knob_3,left_of,stove_knob_1,chain_same_direction,stove_knob_2,1,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_2d0b19549f877316361c,FloorPlan3,FloorPlan3_FloorPlan3_chunk_1_0_cluster_0_A_diverse_1,FloorPlan3_chunk_1_0_cluster_0,stove_knob_4,left_of,stove_burner_2,chain_same_direction,stove_knob_3,1,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_791e19bbdca205eda2da,FloorPlan3,FloorPlan3_FloorPlan3_chunk_1_0_cluster_0_A_diverse_1,FloorPlan3_chunk_1_0_cluster_0,stove_knob_4,left_of,stove_knob_1,chain_same_direction,stove_knob_2,1,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_4768c073a37bd17f2c2f,FloorPlan3,FloorPlan3_FloorPlan3_chunk_1_0_cluster_0_A_diverse_2,FloorPlan3_chunk_1_0_cluster_0,spatula_1,left_of,stove_burner_1,chain_same_direction,stove_knob_4,1,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_3bbf471080e7cbf8d039,FloorPlan3,FloorPlan3_FloorPlan3_chunk_1_0_cluster_0_A_diverse_2,FloorPlan3_chunk_1_0_cluster_0,spatula_1,left_of,stove_knob_1,chain_same_direction,stove_burner_3,2,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_a9f0441dd63ed66193c7,FloorPlan3,FloorPlan3_FloorPlan3_chunk_1_0_cluster_0_A_diverse_2,FloorPlan3_chunk_1_0_cluster_0,spatula_1,left_of,stove_knob_2,chain_same_direction,stove_burner_3,1,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_3e6c26718c7c53f248ec,FloorPlan3,FloorPlan3_FloorPlan3_chunk_1_0_cluster_0_A_diverse_2,FloorPlan3_chunk_1_0_cluster_0,stove_burner_4,left_of,stove_knob_1,anchor_between_reversed_surface_form,stove_knob_2,1,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_50382cac74e54ae30093,FloorPlan3,FloorPlan3_FloorPlan3_chunk_1_0_cluster_0_A_diverse_2,FloorPlan3_chunk_1_0_cluster_0,stove_knob_1,right_of,stove_burner_4,anchor_between_reversed_surface_form,stove_knob_2,1,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_30f19e6d0c0b53f1e14a,FloorPlan3,FloorPlan3_FloorPlan3_chunk_1_0_cluster_0_A_diverse_3,FloorPlan3_chunk_1_0_cluster_0,spatula_1,left_of,stove_burner_1,chain_same_direction,stove_knob_4,1,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_9d1fcac2f4bbdf6ddb57,FloorPlan3,FloorPlan3_FloorPlan3_chunk_1_0_cluster_0_A_diverse_3,FloorPlan3_chunk_1_0_cluster_0,spatula_1,left_of,stove_burner_2,chain_same_direction,stove_knob_4,2,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_89ed8f9d781be914e0a5,FloorPlan3,FloorPlan3_FloorPlan3_chunk_1_0_cluster_0_A_diverse_3,FloorPlan3_chunk_1_0_cluster_0,spatula_1,left_of,stove_knob_1,chain_same_direction,stove_burner_3,2,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_0e16dbdeda2c6e99ef63,FloorPlan3,FloorPlan3_FloorPlan3_chunk_1_0_cluster_0_A_diverse_3,FloorPlan3_chunk_1_0_cluster_0,spatula_1,left_of,stove_knob_2,chain_same_direction,stove_knob_4,2,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_fea368d4244f12fd132a,FloorPlan3,FloorPlan3_FloorPlan3_chunk_1_0_cluster_0_A_diverse_3,FloorPlan3_chunk_1_0_cluster_0,stove_burner_2,right_of,spatula_1,anchor_between_reversed_surface_form,stove_knob_3,1,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_6df3794a15ef7d1c6261,FloorPlan3,FloorPlan3_FloorPlan3_chunk_1_0_cluster_0_A_diverse_3,FloorPlan3_chunk_1_0_cluster_0,stove_burner_4,left_of,stove_knob_1,anchor_between_reversed_surface_form,stove_knob_2,1,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_fe5918fa849f98acf6bd,FloorPlan3,FloorPlan3_FloorPlan3_chunk_1_0_cluster_0_A_diverse_3,FloorPlan3_chunk_1_0_cluster_0,stove_knob_1,right_of,spatula_1,anchor_between_reversed_surface_form,stove_knob_3,1,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_43f4f367c23e60c25a03,FloorPlan3,FloorPlan3_FloorPlan3_chunk_1_0_cluster_0_A_diverse_3,FloorPlan3_chunk_1_0_cluster_0,stove_knob_1,right_of,stove_burner_4,anchor_between_reversed_surface_form,stove_knob_2,1,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_87524a71b98b5158f485,FloorPlan3,FloorPlan3_FloorPlan3_chunk_1_0_cluster_0_A_diverse_3,FloorPlan3_chunk_1_0_cluster_0,stove_knob_2,right_of,spatula_1,anchor_between_reversed_surface_form,stove_knob_3,1,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_b7aba9726896b43c8d32,FloorPlan3,FloorPlan3_FloorPlan3_chunk_1_0_cluster_0_A_diverse_3,FloorPlan3_chunk_1_0_cluster_0,stove_knob_4,left_of,stove_knob_1,chain_same_direction,stove_knob_2,1,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_fb10b2850d65e934904e,FloorPlan3,FloorPlan3_FloorPlan3_chunk_2_0_cluster_0_A_diverse_0,FloorPlan3_chunk_2_0_cluster_0,salt_shaker_1,left_of,spoon_1,chain_same_direction,pepper_shaker_1,1,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_a468122e43d0c0cb37ac,FloorPlan3,FloorPlan3_FloorPlan3_chunk_2_0_cluster_0_A_diverse_1,FloorPlan3_chunk_2_0_cluster_0,salt_shaker_1,left_of,fork_1,chain_same_direction,pepper_shaker_1,1,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_28874a725ed91e67e646,FloorPlan3,FloorPlan3_FloorPlan3_chunk_2_0_cluster_0_A_diverse_2,FloorPlan3_chunk_2_0_cluster_0,microwave_1,right_of,salt_shaker_1,chain_same_direction,fork_1,1,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_393843b47f37f50cc0b0,FloorPlan3,FloorPlan3_FloorPlan3_chunk_2_0_cluster_0_A_diverse_3,FloorPlan3_chunk_2_0_cluster_0,microwave_1,right_of,salt_shaker_1,chain_same_direction,fork_1,1,True,True,FloorPlan3_experiment_A_text_diverse.json
step4T_7c9c3898a16406849b51,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_0,FloorPlan4_chunk_0_0_cluster_0,pepper_shaker_1,left_of,house_plant_1,chain_same_direction,apple_1,2,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_b6da861f5140daa29890,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_1,FloorPlan4_chunk_0_0_cluster_0,apple_1,right_of,salt_shaker_1,shared_anchor_opposite_sides,stove_burner_2,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_c30f524f9e5c5c54c663,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_1,FloorPlan4_chunk_0_0_cluster_0,butter_knife_1,right_of,salt_shaker_1,shared_anchor_opposite_sides,stove_burner_2,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_cb0be53fe3298be578d2,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_1,FloorPlan4_chunk_0_0_cluster_0,ladle_1,right_of,counter_top_1,chain_same_direction,apple_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_ccc86bf0b98c35c219a2,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_1,FloorPlan4_chunk_0_0_cluster_0,ladle_1,right_of,pepper_shaker_1,chain_same_direction,stove_burner_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_7819a4578a17fbf3614d,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_1,FloorPlan4_chunk_0_0_cluster_0,ladle_1,right_of,stove_burner_2,chain_same_direction,apple_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_1faacf7dca9ce0aab7db,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_1,FloorPlan4_chunk_0_0_cluster_0,ladle_1,right_of,window_1,chain_same_direction,apple_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_0065ad93ce2e37bef393,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_1,FloorPlan4_chunk_0_0_cluster_0,pepper_shaker_1,left_of,potato_1,chain_same_direction,stove_knob_1,1,True,True,FloorPlan4_experiment_A_text_diverse.json
step4T_8e224f8bf11595e8c5d6,FloorPlan4,FloorPlan4_FloorPlan4_chunk_0_0_cluster_0_A_diverse_1,FloorPlan4_chunk_0_0_cluster_0,salt_shaker_1,left_of,apple_1,shared_anchor_opposite_sides,stove_burner_2,1,True,True,FloorPlan4_experiment_A_text_diverse.json
